1189693463694057472 2019-10-30 19:59:59 -0400 <Perpetual_Now> @realDonaldTrump @EddieRispone  https://t.co/bhJKStLwRq
1189693447839473664 2019-10-30 19:59:56 -0400 <PelosiAndSchiff> @realDonaldTrump NICE PHOTOSHOP dot dot dot!
1189693445444702208 2019-10-30 19:59:55 -0400 <gramtotwo_robin> @RudyGiuliani @realDonaldTrump  https://t.co/zaGxoAXSNg
1189693443754414082 2019-10-30 19:59:55 -0400 <LADYGAGAFIRST> @realDonaldTrump @GLFOP 💖🇺🇸
1189693443305545728 2019-10-30 19:59:54 -0400 <PinkIguana11> @AynRandPaulRyan @realDonaldTrump  https://t.co/IeWt4wCVeR
1189693440918994944 2019-10-30 19:59:54 -0400 <thelitterlog> Our cat is making the litter box great again on October 30, 2019 at 07:59PM. @realDonaldTrump
1189693439430012933 2019-10-30 19:59:54 -0400 <JerryShelby2> @OliverMcGee @MichelleObama @BarackObama @WhiteHouse @realDonaldTrump @POTUS 👹
1189693439136456705 2019-10-30 19:59:53 -0400 <trcfwtt> Poor trump thinks he’s being treated unfairly. #GetOverIt He stole the election from Hillary. THAT was unfair.@realDonaldTrump 🖕
1189693438222049281 2019-10-30 19:59:53 -0400 <oscaruseche> @FNV01 @jguaido A @realDonaldTrump  @jguaido le a pasado en varias ocasiones el wueb... por la cara
1189693437248974848 2019-10-30 19:59:53 -0400 <ChrissieSiggela> @parscale @realDonaldTrump @VP we Love our President and VP.  https://t.co/ZPtsqfp8cX
1189693435617456130 2019-10-30 19:59:53 -0400 <mikib993> @NoSurrender357 @ScottPresler @realDonaldTrump I pray you never have a child that experiences sexual assault 🙌🏼  are you proud you’re defending someone that joked about groping women and sexualized their daughter?
1189693435323670528 2019-10-30 19:59:53 -0400 <JonniChefPatron> @elianatrue @realDonaldTrump Back in the dark ages
1189693434577113088 2019-10-30 19:59:52 -0400 <moore3t1> @tomiahonen @realDonaldTrump @GLFOP Also Reagan: "Its... in America."
1189693433159405570 2019-10-30 19:59:52 -0400 <claripoll> @realDonaldTrump #ImpeachmentIsComing
1189693431494463488 2019-10-30 19:59:52 -0400 <dstxus> @standamericanow @NikkiHaley @AEI "Fine example" @realDonaldTrump provides.  #ChallengeTrump!
1189693431360245760 2019-10-30 19:59:52 -0400 <TomDonnelly67> @cynthiakirk924 @AynRandPaulRyan @realDonaldTrump We live in hope! 😂 They do say animals have a sixth sense  https://t.co/prSsoeq910
1189693430978334722 2019-10-30 19:59:52 -0400 <larryelder> Larry Elder NEW VIDEO: The HYPOCRITICAL Attack Against @realDonaldTrump For Comparing The Impeachment Inquiry To A "LYNCHING"    https://t.co/evm2kp0zgi  #TrumpDerangementSyndrome  #Hypocrisy #DoubleStandards #SelectiveOutrage
1189693430953381888 2019-10-30 19:59:52 -0400 <Crazygirlcandie> @realDonaldTrump your really a sick fuck.... we love @BarackObama
1189693430114529281 2019-10-30 19:59:51 -0400 <pbgiza> @realDonaldTrump What a beautiful animal🇺🇸
1189693428906577920 2019-10-30 19:59:51 -0400 <masacras> @realDonaldTrump wow. that was a terrible @Photoshop job. Take about #fakenews
1189693428390645762 2019-10-30 19:59:51 -0400 <barryhinson> @realDonaldTrump @GLFOP So much disinformation.  So little time.
1189693428205932550 2019-10-30 19:59:51 -0400 <Jdewitt56> @RepAndyBiggsAZ @RepMattGaetz @POTUS @realDonaldTrump Impeach Trump now #ImpeachTrumpNow
1189693427669037062 2019-10-30 19:59:51 -0400 <RJDownard> @joegrogan45 @WhiteHouse @realDonaldTrump You are aware I hope that the Senate is controlled by GOP, who decide what bills get voted on.  Only 2 of the 10 sponsors of Wyden's S. 205 are GOP, maybe you need to take up the delay with Majority Leader Mitch.
1189693427555942400 2019-10-30 19:59:51 -0400 <p_gander> @gus_short @TheJusticeDept @realDonaldTrump @SecPompeo @CIA @VP @RepMattGaetz @marcorubio @SenRickScott Oops maybe I’m going into  Twitter time out 🤔
1189693423936139265 2019-10-30 19:59:50 -0400 <full_rigor> @realDonaldTrump Totally fake photo.  How dare this buffoon use our military for his own self aggrandizement.  The scale of the dog photo is significantly larger than that of Trump.  Mals  are not that big.  Trumps arms are not six feet long as needed if the dog was simply in the foreground.
1189693422883549184 2019-10-30 19:59:50 -0400 <RealJustinReed> @Fred_Butler @realDonaldTrump Yes. Please retweet @realDonaldTrump.
1189693422740877313 2019-10-30 19:59:50 -0400 <Sovereignty4USA> @realDonaldTrump  https://t.co/gaAyg5uyxb
1189693422464057344 2019-10-30 19:59:50 -0400 <007Double0sevin> @WhiteHouse @thejointstaff @realDonaldTrump I cried my eyes out watching this
1189693422363447296 2019-10-30 19:59:49 -0400 <CharityMcSwain> @TNMouth @realDonaldTrump I thought we were on respirators or something.  Funny how a large contingent of #NeverTrump worked for him.  🤔🤔🤔
1189693421398548480 2019-10-30 19:59:49 -0400 <Maxamil27485164> @realDonaldTrump @senatemajldr Dear America,  The USS White House is lost at sea. The ship’s moral compass is broken. The captain is incompetent, vain, and surrounded by sycophants.   Worst of all, he is not even a real skipper. He has no clue how to sail the ship.   Watch out - an iceberg is ahead!
1189693421243568129 2019-10-30 19:59:49 -0400 <RobertM19905909> @AngelaBelcamino @realDonaldTrump You are wrong and libtarded!!! Alot of smart democrats are either walking away or just voting for President Trump! The Democratic Party has sold their socialist souls! God help them.
1189693420333228032 2019-10-30 19:59:49 -0400 <soi6robert> @7Virtu @realDonaldTrump @SteveKBannon @SpeakerPelosi @RepAdamSchiff Mostly because he orchestrated this coup.
1189693417548328962 2019-10-30 19:59:48 -0400 <becky43341> @realDonaldTrump Tick tock!  https://t.co/3TKLlSl7kL
1189693415862259712 2019-10-30 19:59:48 -0400 <BillAdkinsKY> @KevinSpurlock24 @KYGOP @realDonaldTrump @MattBevin @MommaSpurlockk  https://t.co/RZsfKNh31E
1189693414071291905 2019-10-30 19:59:48 -0400 <brnnm> @realDonaldTrump Great taxidermy job on this one. And the Photoshop on the dog is also nice
1189693407100329986 2019-10-30 19:59:46 -0400 <TuskBot> Why would Manafort lie about sharing @GOP poll data with Russia unless there was collusion?  @realDonaldTrump is obviously #PutinsPuppet.  The govt. screw-up and foreign policy chaos benefits Russia not USA  https://t.co/vbWYzOlvLr 15:42:43
1189693406412447744 2019-10-30 19:59:46 -0400 <realtor444> @billsavage28 @AndyOstroy @realDonaldTrump Guess the rest of the world didn’t get the message. UK, Hong Kong, venz etc etc. They love Trump!  And please tell me which democrat running is not a socialist, progressive or commie?  🤣🤣🇺🇸🇺🇸🚂🚂  https://t.co/ppTCSmwj94
1189693406034841600 2019-10-30 19:59:46 -0400 <nbisit> @realDonaldTrump @GreggJarrett Does Gregg blow you or Putin?
1189693401907781634 2019-10-30 19:59:45 -0400 <10WallStreet> #Trump's Problem is MOST AMERICANS Are NOT Following #CNN #MSNBC #Impeachment Farce. They've Tuned OUT~BUT ONCE They Do. #Trump's Advantage will SOAR😁#foxnews #nytimes #wsj #cnbc #politico #huffpost #drudge #npr #nyt #pelosi #wapo @realDonaldTrump #aarp #aoc #biden #bernie #dems
1189693401031032833 2019-10-30 19:59:44 -0400 <jswhalen1> @realDonaldTrump November 3, 2020  https://t.co/u3UQb6RFFV
1189693399860940801 2019-10-30 19:59:44 -0400 <Ramtard5> @fesperanzamorea @MommaFiveMFive @TerinStewart @AngelaBelcamino @realDonaldTrump Obama claimed a scandal free administration.  He weaponized the IRS against political enemies, he released isis terrorists, he wrote off our sovereignty to allow UN policing &amp; tried to get executive control over bill of Rights. + more. Must be nice to hire your investigators...
1189693399365898240 2019-10-30 19:59:44 -0400 <Madabip> YES YES YES. America wants — NEEDS— a perp walk.   cc: @realDonaldTrump
1189693399168933888 2019-10-30 19:59:44 -0400 <yance17953250> @glamelegance @realDonaldTrump Oh yes we can Jules! #401k 😎👍🇺🇸
1189693398837583873 2019-10-30 19:59:44 -0400 <cindysue1940> @realDonaldTrump Thanks Obama!
1189693398514642945 2019-10-30 19:59:44 -0400 <Pfft4041> @realDonaldTrump American ass——!  https://t.co/x6IUIc48hi
1189693398476902400 2019-10-30 19:59:44 -0400 <vita_german> @realDonaldTrump Señor presidente estos traidores no descansan este coronel debe ir preso por mentiroso y el chivato que tienen escondido también yo lo admiro porque usted no descnada tampoco viva USA. Que Dios bendiga USA
1189693398044856320 2019-10-30 19:59:44 -0400 <CarloCapuano4> @GOPChairwoman @realDonaldTrump @jaredkushner What an injustice to our country and shows the low character of liberals. They lost election. Let’s lie, disrupt, and put forth a coop to unseat a duly elected President. Liberals are the scourge of humanity.
1189693397965168642 2019-10-30 19:59:44 -0400 <Mechracer74> @Craven_Weedlick @MarkDice @realDonaldTrump It’s just that the Never Trumpers are hypersensitive to this type of thing. Schiff goes on national TV and parodies Trump’s conversation with the Ukraine prime minister and...not a peep from the peanut gallery. This is more selective outrage, fueled by TDS. #MAGA2020Landslide
1189693396857819136 2019-10-30 19:59:43 -0400 <DecentTrial> @W7VOA @WhiteHouse @POTUS @realDonaldTrump @USArmy @nytimes Next you’ll tell me he can’t play basketball either.  https://t.co/jimh8TTn7o
1189693396685905920 2019-10-30 19:59:43 -0400 <sachemgirl772> @realDonaldTrump WRMP: Time to remember?? BDT Marker &amp; Adam Schiff is Evil Q !ITPb.qbhqo 10 Dec 2017 - 11:29:56 PM Blunt &amp; Direct Time. Adam Schiff is a traitor to our country. Leaker. NAT SEC. EVIL. Tick Tock. Hope the $7.8mm was worth it. Enjoy the show. Q
1189693396283203585 2019-10-30 19:59:43 -0400 <HoosierMamaTags> @Lorly98 @Anythingpork @PonnMark @realDonaldTrump The dog did more than Trump. Believe me.
1189693395574444032 2019-10-30 19:59:43 -0400 <tightline88> @realDonaldTrump @senatemajldr It's because Democrats knew what to expect from the #GrifterInChief. #MafiaDon
1189693394244657153 2019-10-30 19:59:43 -0400 <GerryBPass> @realDonaldTrump Fear mongrel Donald.  keep the people afraid, lie to them over and over, make shit up on a daily basis, never do anything productive, smoke meth all day, and steal the peoples money as if they won’t notice.   Do you know how much the people hate you. Remember Versailles.
1189693391107436545 2019-10-30 19:59:42 -0400 <AmericanJoanne> This needs to be addressed. @realDonaldTrump @DonaldJTrumpJr
1189693387148054528 2019-10-30 19:59:41 -0400 <ryanmoore001> @realDonaldTrump @Jali_Cat @RepAdamSchiff you truly are just dirty and corrupt Mr. Schifty!
1189693385725972482 2019-10-30 19:59:41 -0400 <barkley_al> People who benefit from a dead Epstein  @AlanDersh  @realDonaldTrump  Black Prince Andy
1189693384316686336 2019-10-30 19:59:40 -0400 <SilviaRasmuss20> @PressSec @realDonaldTrump It’s amazing how making a few people richer skews the entire nation’s income up. Love statistics. What about the increase in the # of homeless or increase in # of jobs people have to have to pay bills?
1189693383423475712 2019-10-30 19:59:40 -0400 <mytitterjme> So excited for the White House tour with Girl Scout Troop #5962 this Saturday.  MiKayla is hoping President Trump is there to get a picture with her troop!  She wants to ask him for a challenge coin for her Daddy. #MarineCorpVeteran #GSCM #TROOP5962 @realDonaldTrump
1189693382534344704 2019-10-30 19:59:40 -0400 <Perpetual_Now> @realDonaldTrump @MattBevin  https://t.co/F2FUUPUzdw
1189693379304710145 2019-10-30 19:59:39 -0400 <Tommy74932103> @WhiteHouse @VP @realDonaldTrump He gives them out like candy, wonder if he will just set it in his head ????
1189693377949908993 2019-10-30 19:59:39 -0400 <lisapaul1024> @realDonaldTrump that dog would bite you
1189693375609360384 2019-10-30 19:59:38 -0400 <PaulGilber2> @realDonaldTrump Coming from the most corrupt American President of all time that’s a bit rich. You must be scared of being impeached, losing office and finally being charged for your crimes.
1189693375198515200 2019-10-30 19:59:38 -0400 <Limonicelo> @realDonaldTrump If this was real life, this special forces dog would bark and back you into a corner as a warning to all.
1189693373646606338 2019-10-30 19:59:38 -0400 <p73445> @RudyGiuliani @realDonaldTrump Discussing
1189693373180833797 2019-10-30 19:59:38 -0400 <Mariposa905> @realDonaldTrump @SteveDoocy @foxandfriends Impeachment is coming
1189693373030031360 2019-10-30 19:59:38 -0400 <KrishGoodary> @realDonaldTrump Load of bulls...Read Rep Hakeem Jeffries tweet
1189693372627161088 2019-10-30 19:59:38 -0400 <nwfarrant> @realDonaldTrump @GreggJarrett Facts? Oh that’s hilarious.  You wouldn’t know a fact or a true statement, if it hit you in the face.    Impeachment will hit you in the face for sure.
1189693372367130624 2019-10-30 19:59:38 -0400 <PAULUSV3> @powermacuser1 @forwardarc @FoxNews @CNN @MSNBC @AP @GOP @HouseGOP @SenateGOP @WhiteHouse @TheJusticeDept @FBI @Reuters @bpolitics @CBSNews @NBCNews @ABC @NPR @CNBC @washingtonpost @WSJ @realDonaldTrump @SpeakerPelosi @TheDemocrats @HouseDemocrats @SenateDems @GOPLeader @senatemajldr @SenSchumer I repeat: PuPu’s asinine defense of the USSR invasion of Afghanistan was a dead giveaway that he really is Putin’s Puppet, and it was neither the first nor the last one. Nuff said.
1189693371960287232 2019-10-30 19:59:37 -0400 <SocialStTchr> @realDonaldTrump Disgraceful.
1189693370907578368 2019-10-30 19:59:37 -0400 <DanMahowny> @QuaIityWhite The first time someone explained groypers to @realDonaldTrump
1189693369036886016 2019-10-30 19:59:37 -0400 <Wmillard9> @realDonaldTrump Vote John Bel Edwards!
1189693368584028160 2019-10-30 19:59:37 -0400 <WeezChang> @jimmykimmel @BarackObama @realDonaldTrump Quite the stark contrast.
1189693367556304896 2019-10-30 19:59:36 -0400 <genelafitte7> @RogueGeek76 @ChatByCC @realDonaldTrump Facts hurt,don't they son?
1189693366562369536 2019-10-30 19:59:36 -0400 <mccarthy_max> @PrasunK5 @realDonaldTrump  https://t.co/BkkHj66F19
1189693366130421760 2019-10-30 19:59:36 -0400 <BobSmallsGhost> @JoJoFromJerz @Kevinliptakcnn @ddale8 @realDonaldTrump definitely hates dogs.
1189693365975166976 2019-10-30 19:59:36 -0400 <jrolfe79> @real_defender @realDonaldTrump  https://t.co/mMizs9ZW4k
1189693365127745536 2019-10-30 19:59:36 -0400 <sarahnvsun> @realDonaldTrump  @POTUS   Dear Grifter in Chief,  Care to expose where you are getting your loan financing from?  #ImpeachTrumpNow
1189693364670623744 2019-10-30 19:59:36 -0400 <Charlene_in_Va> Don't forget what @realDonaldTrump  has done in the past @LindseyGrahamSC @Jim_Jordan @DevinNunes @senatemajldr @RepMarkMeadows @RepMattGaetz @ChuckGrassley @marcorubio  &amp; you DUMBASSES still support him?? PUT AMERICA 1st, NOT TRUMP!  https://t.co/OHMHRLKBat
1189693364150710272 2019-10-30 19:59:36 -0400 <JudioEspiritual> The identity of the infamous whistleblower who is responsible for the beginning of the impeachment inquiry against President @realDonaldTrump was revealed to be registered Democrat Eric Ciaramella who has close ties to former Pres @BarackObama  https://t.co/zy21jcJe2t Via @ILMFOrg
1189693364079190016 2019-10-30 19:59:36 -0400 <michellemalkin> @Dawnnewyorker @POTUS @realDonaldTrump @USCISCuccinelli @USCIS @4US_Workers @seanhannity @IngrahamAngle @AnnCoulter @NeilMunroDC @JessicaV_CIS @CIS_org @jonvoight @LouDobbs @VP Thank you, Dawn!!! Keep up the fight!!!
1189693364003856385 2019-10-30 19:59:36 -0400 <jorgeaborjas> @realDonaldTrump This Hero deserves more than this photoshopped picture, smh:/
1189693362728771584 2019-10-30 19:59:35 -0400 <Krishonda5> @realDonaldTrump @senatemajldr #DemocratsAreCorrupt #DoNothingDemocrats #Trump2020Landslide
1189693361827004419 2019-10-30 19:59:35 -0400 <aganapol> @realDonaldTrump @senatemajldr Who writes your material? You need to fire that writer since he/she is making you look ignorant. I have no doubt you don't want to appear like you are clueless. While there is significant evidence to make that statement, you surely don't want to continually reinforce that image.
1189693360824619015 2019-10-30 19:59:35 -0400 <frank4indiana> #WTF is wrong with you @realDonaldTrump
1189693359205556224 2019-10-30 19:59:34 -0400 <ZeeMatic1> @realDonaldTrump @senatemajldr Retired Adm. William McRaven says the US is under attack from President Trump, who he believes is working to "destroy" the country "from within" and "from without"  https://t.co/VrclApSXHN
1189693359201243136 2019-10-30 19:59:34 -0400 <LulaPuch> No doubt which one is the @realDonaldTrump supporter  https://t.co/OJMpIzQvzt
1189693357762719745 2019-10-30 19:59:34 -0400 <KennyA1964> @SenSanders Why don’t you try and fixing America instead of throwing all this crap out.  @AdamSchiff @SpeakerPelosi @realDonaldTrump @
1189693357632741377 2019-10-30 19:59:34 -0400 <History27361891> @WhimsicalMeToo @watchit00 @Schanette55 @Co50072057Grey @MolfeseW @w_ellence @Big_crusher1000 @WattzzD @RobertR21354571 @t2gunner @GracieLovesUSA @GoldenL92116321 @traveler002 @tbeaux29 @thedude77 @TXPSALM55 @timetoact2 @side_show007 @McginnKeven @Wahboom @BrendaR44430265 @adagioforstring @ScottRickhoff @WagonKnoggin @CodyMacck @MarilynLavala @Nursekymo72 @stevewhee11 @ZeeInTheMoment @VoteTheRINOsOUT @Angel1350852961 @davidf4444 @RosaleeAdams @MrsHSince82 @Francis95781199 @ScroogeMcgruel @SheBoss6 @vicksiern @AmericaFirst150 @LindaMusgrove9 @Inge_Mausi @CarJoJoe @KLHirst1 @VikingWilli @RobertEllisLee @DrummondJeff @mamoobonnie @JohnBillings16 @Electrotek2 @realDonaldTrump Lovely picture 😍😍😍
1189693351836049413 2019-10-30 19:59:33 -0400 <KarinLitcher> @jennybethm @HillaryClinton @realDonaldTrump Then Trump should resign ASAP!!!
1189693351232245760 2019-10-30 19:59:33 -0400 <mrub22> @realDonaldTrump @senatemajldr Didn’t we All?  The man is unfit for office.  Promised the tax returns.  Where are they? Paid the call girls.  How?  Bankrupted our farmers.  Why?  Ruined our economy. It will never be right again after the tariffs.  PEOPLE WILL NOT BUY AMERICAN.  Get rid of him.  He’s no good!!!
1189693349298614273 2019-10-30 19:59:32 -0400 <jubilantsleep> @Robin_of_Aniara @tonyposnanski @realDonaldTrump That bird is the real MVP
1189693348975648769 2019-10-30 19:59:32 -0400 <nebhuskergma> @OfcrMcGraw @realDonaldTrump Amen to the fake! The bragging by a man who has never pumped one gallon of gas, bought one bag of groceries, or balanced a checkbook..or the BIG one..paid an honest tax on his income in his life.
1189693348497514503 2019-10-30 19:59:32 -0400 <blueyedlvrgirl> @rdrhwke @realDonaldTrump @blueyedlvrgirl
1189693345930661888 2019-10-30 19:59:31 -0400 <JerryGo19696885> @realDonaldTrump @GreggJarrett LOTS OF FACTS backed by evidence
1189693344466771974 2019-10-30 19:59:31 -0400 <Jws73955554> @realDonaldTrump Why don't you focus on your duty I believe you have ADD attention deficit disorder. You can't compartmentalize and focus on one thing very long. Notwithstanding your being impeached that is. Your very focused and obsessed regarding that
1189693338842214401 2019-10-30 19:59:30 -0400 <sdilaura> @realDonaldTrump You would think you would be smart enough to Photoshop larger hands into the picture!😆😆😆
1189693337483145216 2019-10-30 19:59:29 -0400 <WhimsicalMeToo> @BrendaR44430265 @MolfeseW @Co50072057Grey @w_ellence @Big_crusher1000 @WattzzD @RobertR21354571 @t2gunner @GracieLovesUSA @GoldenL92116321 @traveler002 @tbeaux29 @watchit00 @thedude77 @TXPSALM55 @History27361891 @timetoact2 @side_show007 @McginnKeven @Wahboom @Schanette55 @adagioforstring @ScottRickhoff @WagonKnoggin @CodyMacck @MarilynLavala @Nursekymo72 @stevewhee11 @ZeeInTheMoment @VoteTheRINOsOUT @Angel1350852961 @davidf4444 @RosaleeAdams @MrsHSince82 @Francis95781199 @ScroogeMcgruel @SheBoss6 @vicksiern @AmericaFirst150 @LindaMusgrove9 @Inge_Mausi @CarJoJoe @KLHirst1 @VikingWilli @RobertEllisLee @DrummondJeff @mamoobonnie @JohnBillings16 @Electrotek2 @realDonaldTrump Hi Brenda! Rarely see you and I miss you. ❤️😘 Praying for Bill's son... 🙏🙏🙏
1189693336753442827 2019-10-30 19:59:29 -0400 <texasmanutdfan> @realDonaldTrump This quarter is down actually
1189693336073986050 2019-10-30 19:59:29 -0400 <backstrapfever3> @jimGinOKC @ChatByCC @realDonaldTrump Chronic retweeter of Bill Pulte doesn’t really make sense here
1189693335386152960 2019-10-30 19:59:29 -0400 <VoterGop> @RepAndyBiggsAZ @LouDobbs @POTUS @realDonaldTrump @FoxBusiness Could it be because POTUS is a criminal and corrupt? Give it up, Andy, you are going down!
1189693335146917889 2019-10-30 19:59:29 -0400 <wesgeorgia951> @Brambleman @realDonaldTrump @sendavidperdue Yes...just look at his face in this video...  He knows he is in way too deep to get out.  https://t.co/5WUzpAserE
1189693334572486657 2019-10-30 19:59:29 -0400 <kepla04> @griersofwar @Cmprmse @LouisJohnson @w_terrence @realDonaldTrump @rynofied 😂🤣😂 Stop it.😂
1189693333704196108 2019-10-30 19:59:28 -0400 <Watchie1> @BlueLanternUSA @realDonaldTrump @GM @FiatChrysler_NA @Toyota @GloblAutomkrs @Ford Yeah, those rat-bastards left wingers from California trying to protect our air quality!  Who do they think they are?!
1189693333565607936 2019-10-30 19:59:28 -0400 <ShirleeScribner> @realDonaldTrump @senatemajldr Democrats have destroyed their brand from lies about President Trump, corruption, bad policies,  And unpatriotic comments about our country!
1189693333381226499 2019-10-30 19:59:28 -0400 <brundle_fly> @realDonaldTrump would really throw those never-trumper GOP a real curveball if he just resigned...  It’s genius!  No...  It’s stable genius!!!
1189693330088742917 2019-10-30 19:59:27 -0400 <TD0150> @SJSBuchanan @Cernovich @realDonaldTrump r/wooosh
1189693328490737667 2019-10-30 19:59:27 -0400 <christinalobert> @realDonaldTrump and remember, isis fighters that return to Europe don't necessarily harm us. They get welfare and free accomidation. That is where they make their plans. Didn't the guys related to 9/11 plan their attack in Hamburg? In an appartment there?
1189693325617586181 2019-10-30 19:59:26 -0400 <ellen14957342> @MatthewJshow @realDonaldTrump @senatemajldr Who is this we? Speak for yourself traitor
1189693325416251397 2019-10-30 19:59:26 -0400 <VincentJappi> @kimmythepooh @realDonaldTrump Kek.
1189693321192427520 2019-10-30 19:59:25 -0400 <1rancan> @realDonaldTrump This photo is priceless!!  https://t.co/B9JXjmyfzb
1189693320236163072 2019-10-30 19:59:25 -0400 <WriteOnSoThere> @realDonaldTrump @senatemajldr You cheated to get into office.  Your are an illegitimate president.
1189693319259049984 2019-10-30 19:59:25 -0400 <PutinOwnsBLOTUS> @doliveros @realDonaldTrump Wanna hear a funny? I almost blocked you because I thought you were wearing a red hat but thank goodness that I look at a person’s Twitter Feed to see if they’re a Trumplican first.   Isn’t that so sad? Isn’t it crazy that Americans are being pitted against other Americans? SICK!
1189693319212912640 2019-10-30 19:59:25 -0400 <TheOutcast118> @realDonaldTrump
1189693319091236869 2019-10-30 19:59:25 -0400 <BonitaKale> @real_defender @realDonaldTrump @GLFOP No one gets to question or have a lawyer while the police are still detecting. That's the role the house is playing now--detectives.
1189693318382411776 2019-10-30 19:59:25 -0400 <LisaJamilah1_7> @realDonaldTrump Amen!!! #DoNothingDemocrats
1189693316847329281 2019-10-30 19:59:24 -0400 <I_am_Steele> @trex554 @MatthewJshow @molly_knight @realDonaldTrump Do Trump followers ever proofread before hitting “reply”?  Or does sounding as ridiculous and idiotic as the Orange Menace get you bonus points on book-burning night?
1189693312485052416 2019-10-30 19:59:23 -0400 <jtg> @realDonaldTrump #FakeDog
1189693309301579776 2019-10-30 19:59:23 -0400 <kathrynresister> @mhill0425 @realDonaldTrump And he doesn't care about California. This is such a childish snub to this state.
1189693308345470977 2019-10-30 19:59:22 -0400 <KnightAweigh> @AngryLatinos @JohnyQi @WhiteHouse @realDonaldTrump  https://t.co/rPjpXRDekd
1189693307770806272 2019-10-30 19:59:22 -0400 <kathyc408408> @realDonaldTrump Love this!
1189693306701135872 2019-10-30 19:59:22 -0400 <nottmycupoftea> @realDonaldTrump #fakenews
1189693304851570688 2019-10-30 19:59:21 -0400 <JohnIme19> @RepMattGaetz @realDonaldTrump Get in your pack and play and shut up
1189693304717398017 2019-10-30 19:59:21 -0400 <barryhinson> @realDonaldTrump @senatemajldr The panic mode.  https://t.co/2ey48JH9eH
1189693304130199552 2019-10-30 19:59:21 -0400 <NuggieNug310> @realDonaldTrump @GovDunleavy Is the first lady a spy I heard she was she was not born here in the usa she came here as a adult an she speaks 5 langue's we need to fine out
1189693303698153473 2019-10-30 19:59:21 -0400 <jhood6001> @cfarnam @billbuzz28 @WhiteHouse @POTUS @realDonaldTrump ID10T error!   Another slight used against you by you friends.   You are vapid.
1189693299822600193 2019-10-30 19:59:20 -0400 <mar4lex> @realDonaldTrump @KellyannePolls
1189693297490616328 2019-10-30 19:59:20 -0400 <mileslaw2> @sanepersonagain @FFaxhdr @thehill @VP @realDonaldTrump He said he would show his taxes, then he didn’t show his taxes. Answer to that.
1189693295741542401 2019-10-30 19:59:19 -0400 <JimiHardgrove> Less government 2020. @realDonaldTrump made the government bigger...  Looking for a new candidate @justinamash ? @michaelmalice ? #noswamp
1189693294428741632 2019-10-30 19:59:19 -0400 <nebcow> @PattyGeorge36 @RussososBigdeal @amiet75 @bahmadi @MatthewJshow @realDonaldTrump Trumpers have to use words like ‘butthurt’ and ‘triggered,’ because if they try to discuss trump’s successes, they are afraid the other person will actually bring up facts.
1189693294193758209 2019-10-30 19:59:19 -0400 <MaryWoolverton> @realDonaldTrump You are lame @donaldtrump
1189693293870882816 2019-10-30 19:59:19 -0400 <nwdonniesgirl> @realDonaldTrump Good Boy !!
1189693293485056001 2019-10-30 19:59:19 -0400 <Lairdriver> @realDonaldTrump @GM @FiatChrysler_NA @Toyota @GloblAutomkrs I know, you think you are giving the Big 3 a competitive advantage. What you don't realize is that the entire world has totally different standards for pollution. Honestly, the Big 3 make the worst cars available today. What you are doing actually hurts them.
